baseyear,changeyear,stfp,cntyfp,tractfp,geoid,changenopolls,nopollsadded,nopollsremoved,pctblack,pctwhite,pcthispanic,baseyearpopulationdensity,lastgeyearpollinglocstotal,baseyearpollinglocstotal
2018,2016 - 2018,13,13175,13175950201,13175950201,0,0,0,0.269,0.677,,664,1,1
2020,2018 - 2020,13,13175,13175950201,13175950201,0,0,0,0.27,0.635,,677,1,1
2022,2020 - 2022,13,13175,13175950201,13175950201,0,0,0,0.33,0.633,,679,1,1
2018,2016 - 2018,13,13175,13175950202,13175950202,3,2,1,0.288,0.663,,55,1,2
2020,2018 - 2020,13,13175,13175950202,13175950202,3,1,2,0.289,0.706,,51,2,1
2022,2020 - 2022,13,13175,13175950202,13175950202,0,0,0,0.238,0.755,,53,1,1
2022,2020 - 2022,13,13175,13175950300,13175950300,1,1,0,0.644,0.346,,298,0,1
2018,2016 - 2018,13,13175,13175950400,13175950400,0,0,0,0.585,0.382,,1742,2,2
2020,2018 - 2020,13,13175,13175950400,13175950400,0,0,0,0.611,0.357,,1571,2,2
2022,2020 - 2022,13,13175,13175950400,13175950400,0,0,0,0.589,0.389,,1641,2,2
2018,2016 - 2018,13,13175,13175950500,13175950500,0,0,0,0.378,0.613,,213,1,1
2020,2018 - 2020,13,13175,13175950500,13175950500,0,0,0,0.422,0.56,,208,1,1
2022,2020 - 2022,13,13175,13175950500,13175950500,0,0,0,0.427,0.557,,215,1,1
2018,2016 - 2018,13,13175,13175950600,13175950600,0,0,0,0.325,0.662,,32,2,2
2020,2018 - 2020,13,13175,13175950600,13175950600,0,0,0,0.298,0.695,,29,2,2
2022,2020 - 2022,13,13175,13175950600,13175950600,1,0,1,0.3,0.674,,32,2,1
2018,2016 - 2018,13,13175,13175950700,13175950700,0,0,0,0.17,0.816,,37,1,1
2020,2018 - 2020,13,13175,13175950700,13175950700,0,0,0,0.15,0.81,,47,1,1
2022,2020 - 2022,13,13175,13175950700,13175950700,0,0,0,0.152,0.761,,52,1,1
2018,2016 - 2018,13,13175,13175951000,13175951000,0,0,0,0.277,0.697,,56,2,2
2022,2020 - 2022,13,13175,13175951001,13175951001,0,0,0,0.045,0.904,,26,1,1
2022,2020 - 2022,13,13175,13175951002,13175951002,0,0,0,0.455,0.442,,331,1,1
2018,2016 - 2018,13,13175,13175951100,13175951100,0,0,0,0.177,0.705,,64,2,2
2020,2018 - 2020,13,13175,13175951100,13175951100,0,0,0,0.19,0.659,,61,2,2
2022,2020 - 2022,13,13175,13175951100,13175951100,1,1,0,0.253,0.715,,59,2,3
2018,2016 - 2018,13,13175,13175951400,13175951400,0,0,0,0.109,0.875,,11,2,2
2020,2018 - 2020,13,13175,13175951400,13175951400,0,0,0,0.038,0.929,,11,2,2
2022,2020 - 2022,13,13175,13175951400,13175951400,0,0,0,0.055,0.901,,11,2,2
2018,2016 - 2018,13,13177,13177020100,13177020100,0,0,0,0.13,0.831,,46,2,2
2022,2020 - 2022,13,13177,13177020102,13177020102,0,0,0,0.109,0.823,,24,2,2
2018,2016 - 2018,13,13177,13177020200,13177020200,0,0,0,0.389,0.585,,18,1,1
2020,2018 - 2020,13,13177,13177020200,13177020200,0,0,0,0.237,0.742,,18,1,1
2022,2020 - 2022,13,13177,13177020200,13177020200,0,0,0,0.223,0.777,,17,1,1
2018,2016 - 2018,13,13177,13177020300,13177020300,0,0,0,0.226,0.7,,66,3,3
2022,2020 - 2022,13,13177,13177020301,13177020301,1,1,0,0.383,0.592,,183,1,2
2022,2020 - 2022,13,13177,13177020302,13177020302,0,0,0,0.171,0.702,,47,2,2
2018,2016 - 2018,13,13177,13177020402,13177020402,0,0,0,0.224,0.725,,509,2,2
2018,2016 - 2018,13,13177,13177020403,13177020403,0,0,0,0.174,0.754,,475,2,2
2020,2018 - 2020,13,13177,13177020403,13177020403,0,0,0,0.265,0.671,,526,2,2
2022,2020 - 2022,13,13177,13177020403,13177020403,0,0,0,0.253,0.69,,573,2,2
2022,2020 - 2022,13,13177,13177020404,13177020404,0,0,0,0.28,0.684,,909,2,2
2018,2016 - 2018,13,13179,13179010204,13179010204,1,1,0,0.567,0.317,,991,0,1
2020,2018 - 2020,13,13179,13179010204,13179010204,0,0,0,0.578,0.35,,1006,1,1
2022,2020 - 2022,13,13179,13179010204,13179010204,2,1,1,0.551,0.395,,894,1,1
2022,2020 - 2022,13,13179,13179010205,13179010205,1,1,0,0.468,0.317,,2565,0,1
2018,2016 - 2018,13,13179,13179010206,13179010206,0,0,0,0.337,0.567,,258,1,1
2020,2018 - 2020,13,13179,13179010206,13179010206,0,0,0,0.393,0.466,,264,1,1
2022,2020 - 2022,13,13179,13179010206,13179010206,1,0,1,0.413,0.474,,279,1,0
2018,2016 - 2018,13,13179,13179010207,13179010207,1,0,1,0.577,0.287,,1895,2,1
2020,2018 - 2020,13,13179,13179010207,13179010207,0,0,0,0.564,0.257,,1943,1,1
2022,2020 - 2022,13,13179,13179010207,13179010207,1,0,1,0.582,0.225,,2166,1,0
2022,2020 - 2022,13,13179,13179010208,13179010208,1,1,0,0.466,0.394,,1425,0,1
2018,2016 - 2018,13,13179,13179010300,13179010300,0,0,0,0.391,0.492,,1683,2,2
2022,2020 - 2022,13,13179,13179010302,13179010302,2,1,1,0.358,0.402,,1872,2,2
2018,2016 - 2018,13,13179,13179010400,13179010400,2,1,1,0.427,0.43,,108,5,5
2022,2020 - 2022,13,13179,13179010401,13179010401,1,1,0,0.537,0.332,,44,2,3
2022,2020 - 2022,13,13179,13179010402,13179010402,2,1,1,0.405,0.35,,480,3,3
2018,2016 - 2018,13,13179,13179010502,13179010502,0,0,0,0.379,0.549,,113,2,2
2022,2020 - 2022,13,13179,13179010504,13179010504,0,0,0,0.475,0.475,,73,2,2
2018,2016 - 2018,13,13179,13179010600,13179010600,0,0,0,0.856,0.101,,17,1,1
2020,2018 - 2020,13,13179,13179010600,13179010600,0,0,0,0.828,0.123,,15,1,1
2022,2020 - 2022,13,13179,13179010600,13179010600,0,0,0,0.835,0.115,,18,1,1
2018,2016 - 2018,13,13181,13181970100,13181970100,0,0,0,0.388,0.596,,34,4,4
2020,2018 - 2020,13,13181,13181970100,13181970100,0,0,0,0.39,0.601,,33,4,4
2022,2020 - 2022,13,13181,13181970100,13181970100,0,0,0,0.404,0.586,,31,4,4
2018,2016 - 2018,13,13181,13181970200,13181970200,0,0,0,0.253,0.732,,40,3,3
2020,2018 - 2020,13,13181,13181970200,13181970200,0,0,0,0.229,0.735,,42,3,3
2022,2020 - 2022,13,13181,13181970200,13181970200,0,0,0,0.203,0.746,,42,3,3
2018,2016 - 2018,13,13183,13183970100,13183970100,3,1,2,0.216,0.622,,61,3,2
2022,2020 - 2022,13,13183,13183970101,13183970101,0,0,0,0.174,0.581,,34,2,2
2022,2020 - 2022,13,13183,13183970102,13183970102,0,0,0,0.28,0.558,,88,1,1
2018,2016 - 2018,13,13183,13183970200,13183970200,2,1,1,0.27,0.688,,40,3,3
2022,2020 - 2022,13,13183,13183970201,13183970201,1,1,0,0.225,0.658,,76,3,4
2018,2016 - 2018,13,13185,13185010103,13185010103,1,0,1,0.255,0.682,,533,1,0
2022,2020 - 2022,13,13185,13185010103,13185010103,1,1,0,0.203,0.698,,631,0,1
2018,2016 - 2018,13,13185,13185010202,13185010202,2,1,1,0.108,0.84,,247,1,1
2022,2020 - 2022,13,13185,13185010203,13185010203,2,2,0,0.083,0.862,,152,1,3
2018,2016 - 2018,13,13185,13185010301,13185010301,0,0,0,0.135,0.751,,995,1,1
2020,2018 - 2020,13,13185,13185010301,13185010301,0,0,0,0.156,0.721,,963,1,1
2022,2020 - 2022,13,13185,13185010301,13185010301,0,0,0,0.141,0.741,,927,1,1
2022,2020 - 2022,13,13185,13185010302,13185010302,1,1,0,0.047,0.909,,924,0,1
2018,2016 - 2018,13,13185,13185010401,13185010401,0,0,0,0.126,0.826,,1508,1,1
2020,2018 - 2020,13,13185,13185010401,13185010401,0,0,0,0.165,0.752,,1483,1,1
2022,2020 - 2022,13,13185,13185010401,13185010401,2,1,1,0.16,0.797,,1428,1,1
2018,2016 - 2018,13,13185,13185010604,13185010604,1,0,1,0.377,0.557,,524,1,0
2022,2020 - 2022,13,13185,13185010604,13185010604,3,3,0,0.283,0.602,,512,0,3
2018,2016 - 2018,13,13185,13185010700,13185010700,2,1,1,0.174,0.799,,40,1,1
2020,2018 - 2020,13,13185,13185010700,13185010700,2,1,1,0.194,0.759,,33,1,1
2022,2020 - 2022,13,13185,13185010700,13185010700,0,0,0,0.182,0.782,,35,1,1
2018,2016 - 2018,13,13185,13185010800,13185010800,0,0,0,0.868,0.118,,769,1,1
2022,2020 - 2022,13,13185,13185010802,13185010802,0,0,0,0.838,0.129,,2565,1,1
2018,2016 - 2018,13,13185,13185010900,13185010900,0,0,0,0.757,0.243,,984,1,1
2020,2018 - 2020,13,13185,13185010900,13185010900,0,0,0,0.647,0.234,,1100,1,1
2022,2020 - 2022,13,13185,13185010900,13185010900,0,0,0,0.694,0.195,,1058,1,1
2018,2016 - 2018,13,13185,13185011000,13185011000,1,0,1,0.894,0.078,,2910,1,0
2022,2020 - 2022,13,13185,13185011000,13185011000,1,1,0,0.932,0.036,,2850,0,1
2018,2016 - 2018,13,13185,13185011302,13185011302,1,0,1,0.714,0.249,,1632,1,0
2022,2020 - 2022,13,13185,13185011302,13185011302,1,1,0,0.663,0.256,,1436,0,1
2018,2016 - 2018,13,13185,13185011403,13185011403,0,0,0,0.235,0.718,,65,1,1
2022,2020 - 2022,13,13185,13185011405,13185011405,0,0,0,0.241,0.649,,118,1,1
2018,2016 - 2018,13,13185,13185011500,13185011500,0,0,0,0.128,0.826,,131,1,1
2020,2018 - 2020,13,13185,13185011500,13185011500,0,0,0,0.055,0.832,,128,1,1
2022,2020 - 2022,13,13185,13185011500,13185011500,0,0,0,0.049,0.842,,127,1,1
2018,2016 - 2018,13,13185,13185011600,13185011600,0,0,0,0.067,0.882,,127,1,1
2020,2018 - 2020,13,13185,13185011600,13185011600,0,0,0,0.145,0.753,,123,1,1
2022,2020 - 2022,13,13185,13185011600,13185011600,1,1,0,0.226,0.679,,129,1,2
2018,2016 - 2018,13,13187,13187960102,13187960102,1,0,1,0.038,0.917,,67,1,0
2022,2020 - 2022,13,13187,13187960105,13187960105,1,1,0,0,0.893,,138,0,1
2018,2016 - 2018,13,13187,13187960202,13187960202,0,0,0,0.022,0.948,,90,1,1
2022,2020 - 2022,13,13187,13187960204,13187960204,1,1,0,0.034,0.954,,688,1,2
2018,2016 - 2018,13,13189,13189950200,13189950200,3,3,0,0.588,0.313,,291,0,3
2020,2018 - 2020,13,13189,13189950200,13189950200,2,0,2,0.585,0.274,,297,3,1
2022,2020 - 2022,13,13189,13189950200,13189950200,1,0,1,0.609,0.33,,299,1,0
2018,2016 - 2018,13,13189,13189950300,13189950300,1,0,1,0.556,0.414,,178,1,0
2022,2020 - 2022,13,13189,13189950300,13189950300,2,2,0,0.549,0.419,,164,0,2
2018,2016 - 2018,13,13189,13189950400,13189950400,1,1,0,0.431,0.56,,112,0,1
2018,2016 - 2018,13,13189,13189950500,13189950500,2,1,1,0.258,0.68,,79,1,1
2020,2018 - 2020,13,13189,13189950500,13189950500,0,0,0,0.2,0.745,,72,1,1
2022,2020 - 2022,13,13189,13189950500,13189950500,2,1,1,0.209,0.734,,76,1,1
2018,2016 - 2018,13,13191,13191110100,13191110100,2,1,1,0.194,0.781,,20,2,2
2022,2020 - 2022,13,13191,13191110101,13191110101,1,0,1,0.34,0.643,,9,1,0
2022,2020 - 2022,13,13191,13191110102,13191110102,1,0,1,0.193,0.807,,20,1,0
2022,2020 - 2022,13,13191,13191110103,13191110103,1,1,0,0.113,0.887,,29,0,1
2018,2016 - 2018,13,13191,13191110200,13191110200,0,0,0,0.473,0.484,,53,2,2
2022,2020 - 2022,13,13191,13191110201,13191110201,0,0,0,0.374,0.622,,30,2,2
2018,2016 - 2018,13,13191,13191110300,13191110300,2,1,1,0.332,0.643,,42,2,2
2020,2018 - 2020,13,13191,13191110300,13191110300,0,0,0,0.404,0.59,,40,2,2
2022,2020 - 2022,13,13191,13191110300,13191110300,2,1,1,0.348,0.589,,34,2,2
2018,2016 - 2018,13,13193,13193000100,13193000100,0,0,0,0.683,0.284,,27,1,1
2020,2018 - 2020,13,13193,13193000100,13193000100,0,0,0,0.492,0.443,,23,1,1
2022,2020 - 2022,13,13193,13193000100,13193000100,0,0,0,0.523,0.432,,19,1,1
2018,2016 - 2018,13,13193,13193000200,13193000200,0,0,0,0.485,0.459,,12,1,1
2020,2018 - 2020,13,13193,13193000200,13193000200,0,0,0,0.565,0.426,,11,1,1
2022,2020 - 2022,13,13193,13193000200,13193000200,2,1,1,0.527,0.467,,11,1,1
2018,2016 - 2018,13,13193,13193000300,13193000300,0,0,0,0.702,0.277,,63,1,1
2020,2018 - 2020,13,13193,13193000300,13193000300,0,0,0,0.754,0.225,,61,1,1
2022,2020 - 2022,13,13193,13193000300,13193000300,0,0,0,0.663,0.273,,61,1,1
2018,2016 - 2018,13,13193,13193000400,13193000400,2,1,1,0.515,0.414,,44,2,2
2020,2018 - 2020,13,13193,13193000400,13193000400,0,0,0,0.552,0.376,,46,2,2
2022,2020 - 2022,13,13193,13193000400,13193000400,2,1,1,0.599,0.372,,42,2,2
2018,2016 - 2018,13,13195,13195020100,13195020100,0,0,0,0.013,0.9,,83,2,2
2020,2018 - 2020,13,13195,13195020100,13195020100,0,0,0,0.035,0.855,,90,2,2
2022,2020 - 2022,13,13195,13195020100,13195020100,0,0,0,0.02,0.886,,98,2,2
2018,2016 - 2018,13,13195,13195020200,13195020200,2,1,1,0.024,0.935,,101,2,2
2020,2018 - 2020,13,13195,13195020200,13195020200,2,1,1,0.019,0.916,,89,2,2
2022,2020 - 2022,13,13195,13195020200,13195020200,2,1,1,0.024,0.863,,89,2,2
2018,2016 - 2018,13,13195,13195020300,13195020300,4,2,2,0.133,0.792,,69,4,4
2020,2018 - 2020,13,13195,13195020300,13195020300,0,0,0,0.121,0.719,,76,4,4
2022,2020 - 2022,13,13195,13195020300,13195020300,4,2,2,0.108,0.734,,73,4,4
2018,2016 - 2018,13,13195,13195020400,13195020400,2,1,1,0.173,0.797,,178,2,2
2020,2018 - 2020,13,13195,13195020400,13195020400,0,0,0,0.093,0.865,,188,2,2
2022,2020 - 2022,13,13195,13195020400,13195020400,2,1,1,0.125,0.827,,178,2,2
2018,2016 - 2018,13,13195,13195020500,13195020500,0,0,0,0.11,0.791,,197,1,1
2022,2020 - 2022,13,13195,13195020501,13195020501,0,0,0,0.041,0.765,,146,1,1
2018,2016 - 2018,13,13195,13195020600,13195020600,0,0,0,0.013,0.952,,53,1,1
2020,2018 - 2020,13,13195,13195020600,13195020600,0,0,0,0.014,0.975,,53,1,1
2022,2020 - 2022,13,13195,13195020600,13195020600,0,0,0,0.013,0.956,,51,1,1
2018,2016 - 2018,13,13197,13197920100,13197920100,0,0,0,0.026,0.905,,21,1,1
2020,2018 - 2020,13,13197,13197920100,13197920100,0,0,0,0.076,0.84,,22,1,1
2022,2020 - 2022,13,13197,13197920100,13197920100,0,0,0,0.06,0.835,,20,1,1
2018,2016 - 2018,13,13197,13197920200,13197920200,0,0,0,0.579,0.344,,25,2,2
2020,2018 - 2020,13,13197,13197920200,13197920200,0,0,0,0.559,0.339,,24,2,2
2022,2020 - 2022,13,13197,13197920200,13197920200,0,0,0,0.57,0.341,,22,2,2
2018,2016 - 2018,13,13199,13199970500,13199970500,1,1,0,0.396,0.538,,88,4,5
2022,2020 - 2022,13,13199,13199970501,13199970501,1,0,1,0.495,0.474,,47,2,1
2022,2020 - 2022,13,13199,13199970502,13199970502,0,0,0,0.358,0.558,,463,3,3
2018,2016 - 2018,13,13199,13199970600,13199970600,1,0,1,0.377,0.596,,43,3,2
2020,2018 - 2020,13,13199,13199970600,13199970600,0,0,0,0.352,0.631,,42,2,2
2022,2020 - 2022,13,13199,13199970600,13199970600,1,1,0,0.359,0.628,,40,2,3
2018,2016 - 2018,13,13199,13199970700,13199970700,2,1,1,0.244,0.7,,37,3,3
2022,2020 - 2022,13,13199,13199970702,13199970702,0,0,0,0.125,0.835,,35,3,3
2018,2016 - 2018,13,13199,13199970800,13199970800,2,1,1,0.596,0.397,,32,3,3
2022,2020 - 2022,13,13199,13199970801,13199970801,0,0,0,0.556,0.442,,32,1,1
2022,2020 - 2022,13,13199,13199970802,13199970802,1,1,0,0.682,0.293,,29,2,3
2018,2016 - 2018,13,13201,13201950200,13201950200,0,0,0,0.536,0.451,,41,1,1
2020,2018 - 2020,13,13201,13201950200,13201950200,0,0,0,0.494,0.479,,45,1,1
2022,2020 - 2022,13,13201,13201950200,13201950200,1,1,0,0.474,0.493,,43,1,2
2018,2016 - 2018,13,13205,13205090100,13205090100,0,0,0,0.289,0.673,,42,2,2
2020,2018 - 2020,13,13205,13205090100,13205090100,0,0,0,0.366,0.61,,41,2,2
2022,2020 - 2022,13,13205,13205090100,13205090100,0,0,0,0.324,0.641,,45,2,2
2018,2016 - 2018,13,13205,13205090200,13205090200,0,0,0,0.276,0.714,,27,4,4
2020,2018 - 2020,13,13205,13205090200,13205090200,0,0,0,0.217,0.771,,27,4,4
2022,2020 - 2022,13,13205,13205090200,13205090200,0,0,0,0.196,0.795,,27,4,4
2018,2016 - 2018,13,13205,13205090300,13205090300,0,0,0,0.859,0.137,,52,1,1
2020,2018 - 2020,13,13205,13205090300,13205090300,0,0,0,0.824,0.102,,53,1,1
2022,2020 - 2022,13,13205,13205090300,13205090300,1,1,0,0.763,0.118,,53,1,2
2018,2016 - 2018,13,13205,13205090400,13205090400,0,0,0,0.408,0.536,,73,2,2
2022,2020 - 2022,13,13205,13205090402,13205090402,0,0,0,0.645,0.307,,59,2,2
2018,2016 - 2018,13,13205,13205090500,13205090500,1,1,0,0.57,0.381,,37,3,4
2022,2020 - 2022,13,13205,13205090501,13205090501,0,0,0,0.81,0.154,,209,1,1
2022,2020 - 2022,13,13205,13205090502,13205090502,2,1,1,0.084,0.867,,17,3,3
2018,2016 - 2018,13,13207,13207050101,13207050101,0,0,0,0.181,0.778,,120,3,3
2020,2018 - 2020,13,13207,13207050101,13207050101,0,0,0,0.118,0.849,,116,3,3
2022,2020 - 2022,13,13207,13207050101,13207050101,0,0,0,0.143,0.822,,135,3,3
2018,2016 - 2018,13,13207,13207050102,13207050102,0,0,0,0.316,0.663,,43,3,3
2020,2018 - 2020,13,13207,13207050102,13207050102,0,0,0,0.273,0.696,,44,3,3
2022,2020 - 2022,13,13207,13207050102,13207050102,0,0,0,0.254,0.724,,45,3,3
2022,2020 - 2022,13,13207,13207050200,13207050200,1,1,0,0.42,0.507,,134,0,1
2018,2016 - 2018,13,13207,13207050301,13207050301,0,0,0,0.195,0.794,,33,4,4
2020,2018 - 2020,13,13207,13207050301,13207050301,0,0,0,0.24,0.746,,36,4,4
2022,2020 - 2022,13,13207,13207050301,13207050301,0,0,0,0.205,0.778,,38,4,4
2018,2016 - 2018,13,13207,13207050302,13207050302,0,0,0,0.082,0.871,,116,3,3
2020,2018 - 2020,13,13207,13207050302,13207050302,0,0,0,0.086,0.855,,108,3,3
2022,2020 - 2022,13,13207,13207050302,13207050302,2,1,1,0.119,0.842,,101,3,3
2018,2016 - 2018,13,13209,13209950100,13209950100,0,0,0,0.009,0.98,,21,2,2
2020,2018 - 2020,13,13209,13209950100,13209950100,0,0,0,0.02,0.956,,19,2,2
2022,2020 - 2022,13,13209,13209950100,13209950100,0,0,0,0.03,0.896,,20,2,2
2018,2016 - 2018,13,13209,13209950200,13209950200,2,1,1,0.379,0.539,,66,3,3
2020,2018 - 2020,13,13209,13209950200,13209950200,0,0,0,0.382,0.535,,67,3,3
2022,2020 - 2022,13,13209,13209950200,13209950200,3,2,1,0.358,0.57,,63,3,4
2018,2016 - 2018,13,13209,13209950300,13209950300,0,0,0,0.191,0.779,,28,2,2
2020,2018 - 2020,13,13209,13209950300,13209950300,0,0,0,0.159,0.786,,28,2,2
2022,2020 - 2022,13,13209,13209950300,13209950300,0,0,0,0.211,0.756,,27,2,2
2018,2016 - 2018,13,13211,13211010100,13211010100,0,0,0,0.061,0.886,,41,1,1
2020,2018 - 2020,13,13211,13211010100,13211010100,0,0,0,0.259,0.723,,41,1,1
2022,2020 - 2022,13,13211,13211010100,13211010100,0,0,0,0.188,0.782,,50,1,1
2018,2016 - 2018,13,13211,13211010200,13211010200,0,0,0,0.159,0.822,,55,1,1
2020,2018 - 2020,13,13211,13211010200,13211010200,0,0,0,0.177,0.802,,55,1,1
2022,2020 - 2022,13,13211,13211010200,13211010200,0,0,0,0.161,0.76,,55,1,1
2018,2016 - 2018,13,13211,13211010300,13211010300,0,0,0,0.407,0.581,,95,2,2
2022,2020 - 2022,13,13211,13211010301,13211010301,1,1,0,0.416,0.557,,87,1,2
2022,2020 - 2022,13,13211,13211010302,13211010302,0,0,0,0.192,0.785,,106,1,1
2018,2016 - 2018,13,13211,13211010400,13211010400,0,0,0,0.171,0.8,,46,2,2
2020,2018 - 2020,13,13211,13211010400,13211010400,0,0,0,0.243,0.737,,52,2,2
2022,2020 - 2022,13,13211,13211010400,13211010400,1,0,1,0.257,0.722,,53,2,1
2018,2016 - 2018,13,13211,13211010500,13211010500,2,1,1,0.047,0.886,,22,1,1
2020,2018 - 2020,13,13211,13211010500,13211010500,0,0,0,0.051,0.849,,25,1,1
2022,2020 - 2022,13,13211,13211010500,13211010500,1,0,1,0.072,0.805,,26,1,0
2018,2016 - 2018,13,13213,13213010100,13213010100,0,0,0,0.004,0.965,,45,1,1
2020,2018 - 2020,13,13213,13213010100,13213010100,0,0,0,0.006,0.963,,49,1,1
2022,2020 - 2022,13,13213,13213010100,13213010100,0,0,0,0,0.979,,48,1,1
2018,2016 - 2018,13,13213,13213010202,13213010202,1,1,0,0.027,0.966,,291,1,2
2022,2020 - 2022,13,13213,13213010203,13213010203,0,0,0,0,0.933,,298,1,1
2018,2016 - 2018,13,13213,13213010300,13213010300,1,0,1,0.003,0.978,,55,1,0
2020,2018 - 2020,13,13213,13213010300,13213010300,1,1,0,0.002,0.934,,56,0,1
2022,2020 - 2022,13,13213,13213010300,13213010300,0,0,0,0.001,0.89,,57,1,1
2018,2016 - 2018,13,13213,13213010400,13213010400,2,2,0,0.011,0.962,,590,0,2
2022,2020 - 2022,13,13213,13213010401,13213010401,1,1,0,0.025,0.916,,892,0,1
2018,2016 - 2018,13,13213,13213010500,13213010500,1,0,1,0.016,0.942,,403,1,0
2020,2018 - 2020,13,13213,13213010500,13213010500,1,1,0,0.011,0.956,,431,0,1
2022,2020 - 2022,13,13213,13213010500,13213010500,0,0,0,0.018,0.947,,429,1,1
2018,2016 - 2018,13,13213,13213010600,13213010600,2,1,1,0.002,0.98,,129,1,1
2020,2018 - 2020,13,13213,13213010600,13213010600,2,1,1,0.002,0.985,,141,1,1
2022,2020 - 2022,13,13213,13213010600,13213010600,0,0,0,0.002,0.972,,142,1,1
2018,2016 - 2018,13,13215,13215000200,13215000200,0,0,0,0.171,0.767,,2608,1,1
2020,2018 - 2020,13,13215,13215000200,13215000200,0,0,0,0.111,0.874,,1722,1,1
2022,2020 - 2022,13,13215,13215000200,13215000200,1,0,1,0.168,0.79,,1960,1,0
2018,2016 - 2018,13,13215,13215000300,13215000300,0,0,0,0.278,0.492,,2261,1,1
2020,2018 - 2020,13,13215,13215000300,13215000300,0,0,0,0.417,0.506,,1960,1,1
2022,2020 - 2022,13,13215,13215000300,13215000300,0,0,0,0.474,0.332,,2318,1,1
2022,2020 - 2022,13,13215,13215001000,13215001000,1,1,0,0.274,0.612,,2593,0,1
2018,2016 - 2018,13,13215,13215001200,13215001200,0,0,0,0.272,0.641,,3247,1,1
2020,2018 - 2020,13,13215,13215001200,13215001200,0,0,0,0.262,0.681,,3011,1,1
2022,2020 - 2022,13,13215,13215001200,13215001200,1,0,1,0.245,0.705,,3022,1,0
2018,2016 - 2018,13,13215,13215001800,13215001800,0,0,0,0.491,0.4,,2690,1,1
2020,2018 - 2020,13,13215,13215001800,13215001800,0,0,0,0.402,0.461,,3088,1,1
2022,2020 - 2022,13,13215,13215001800,13215001800,1,0,1,0.351,0.558,,2946,1,0
2018,2016 - 2018,13,13215,13215002000,13215002000,0,0,0,0.997,0.003,,3757,1,1
2020,2018 - 2020,13,13215,13215002000,13215002000,0,0,0,0.945,0.055,,3742,1,1
2022,2020 - 2022,13,13215,13215002000,13215002000,2,1,1,0.934,0.062,,3697,1,1
2018,2016 - 2018,13,13215,13215002100,13215002100,0,0,0,0.503,0.337,,1893,1,1
2020,2018 - 2020,13,13215,13215002100,13215002100,0,0,0,0.545,0.256,,2086,1,1
2022,2020 - 2022,13,13215,13215002100,13215002100,1,0,1,0.603,0.236,,2203,1,0
2018,2016 - 2018,13,13215,13215002200,13215002200,0,0,0,0.919,0.044,,4448,1,1
2020,2018 - 2020,13,13215,13215002200,13215002200,0,0,0,0.926,0.055,,4529,1,1
2022,2020 - 2022,13,13215,13215002200,13215002200,1,0,1,0.937,0.039,,4165,1,0
2018,2016 - 2018,13,13215,13215003000,13215003000,0,0,0,0.886,0.003,,3402,1,1
2020,2018 - 2020,13,13215,13215003000,13215003000,0,0,0,1,0,,3423,1,1
2022,2020 - 2022,13,13215,13215003000,13215003000,1,0,1,0.978,0,,3507,1,0
2018,2016 - 2018,13,13215,13215003400,13215003400,2,1,1,0.71,0.206,,2115,1,1
2020,2018 - 2020,13,13215,13215003400,13215003400,2,1,1,0.689,0.244,,1909,1,1
2022,2020 - 2022,13,13215,13215003400,13215003400,0,0,0,0.784,0.161,,2334,1,1
2018,2016 - 2018,13,13215,13215010107,13215010107,0,0,0,0.249,0.669,,248,1,1
2022,2020 - 2022,13,13215,13215010111,13215010111,1,0,1,0.291,0.642,,266,1,0
2018,2016 - 2018,13,13215,13215010203,13215010203,0,0,0,0.162,0.638,,850,2,2
2018,2016 - 2018,13,13215,13215010204,13215010204,0,0,0,0.196,0.708,,2868,1,1
2020,2018 - 2020,13,13215,13215010204,13215010204,0,0,0,0.188,0.669,,2943,1,1
2022,2020 - 2022,13,13215,13215010204,13215010204,0,0,0,0.291,0.571,,3051,1,1
2018,2016 - 2018,13,13215,13215010205,13215010205,0,0,0,0.208,0.65,,1924,2,2
2020,2018 - 2020,13,13215,13215010205,13215010205,0,0,0,0.101,0.687,,1872,2,2
2022,2020 - 2022,13,13215,13215010205,13215010205,2,0,2,0.106,0.718,,1987,2,0
2022,2020 - 2022,13,13215,13215010207,13215010207,1,1,0,0.102,0.807,,535,0,1
2022,2020 - 2022,13,13215,13215010208,13215010208,1,0,1,0.17,0.675,,1937,1,0
2022,2020 - 2022,13,13215,13215010209,13215010209,2,1,1,0.255,0.513,,505,1,1
2018,2016 - 2018,13,13215,13215010302,13215010302,0,0,0,0.112,0.795,,1481,2,2
2022,2020 - 2022,13,13215,13215010303,13215010303,2,0,2,0.144,0.673,,1490,2,0
2018,2016 - 2018,13,13215,13215010401,13215010401,0,0,0,0.138,0.772,,3583,1,1
2020,2018 - 2020,13,13215,13215010401,13215010401,0,0,0,0.126,0.75,,3526,1,1
2022,2020 - 2022,13,13215,13215010401,13215010401,1,0,1,0.113,0.743,,3683,1,0
2018,2016 - 2018,13,13215,13215010501,13215010501,0,0,0,0.38,0.563,,1431,1,1
2020,2018 - 2020,13,13215,13215010501,13215010501,0,0,0,0.502,0.484,,1370,1,1
2022,2020 - 2022,13,13215,13215010501,13215010501,1,0,1,0.483,0.485,,1513,1,0
2018,2016 - 2018,13,13215,13215010602,13215010602,1,1,0,0.737,0.199,,3427,1,2
2020,2018 - 2020,13,13215,13215010602,13215010602,0,0,0,0.727,0.167,,3470,2,2
