pollid,pollname,x,y,stfp,cntyfp,tractfp
520a1227-afac-4573-a21c-a8eb81c5dea4,"Census Tract 609.06, York County, South Carolina",-81.066,35.009,45,45091,45091060906
468463b9-ccdc-4e75-b7d2-9f3fe6d90d3d,"Census Tract 26.09, Greenville County, South Carolina",-82.261,34.876,45,45045,45045002609
df099a32-47cc-45d7-91fb-ec85e79814e8,"Census Tract 301.03, Cobb County, Georgia",-84.653,34.058,13,13067,13067030103
2d90745f-3f66-4ffe-aaa2-317cff8ce4be,"Census Tract 2038.02, Waukesha County, Wisconsin",-88.386,42.893,55,55133,55133203802
78629fb8-f036-4694-8a6e-05696bf7d93a,"Census Tract 9506.02, Bolivar County, Mississippi",-90.725,33.751,28,28011,28011950602
d5e86be8-d67f-499b-9d0a-9292d17503ac,"Census Tract 501.06, Gwinnett County, Georgia",-84.030,34.085,13,13135,13135050106
4bafd557-9dd5-4543-bb46-de3c10d09b13,"Census Tract 98.01, Fulton County, Georgia",-84.417,33.837,13,13121,13121009801
a5a925b0-98c2-46e8-af95-06ebdd0b12d3,"Census Tract 105.05, Dorchester County, South Carolina",-80.205,32.989,45,45035,45035010505
9c948380-233c-4942-9f80-7211ba467605,"Census Tract 211.03, Houston County, Georgia",-83.589,32.547,13,13153,13153021103
0b6cc489-d0e6-470c-9f40-0fdd0b0635bf,"Census Tract 1016, Milwaukee County, Wisconsin",-87.988,43.005,55,55079,55079101600
406d4922-2a87-4e53-a540-1f449bb430fc,"Census Tract 9502, Ware County, Georgia",-82.655,31.268,13,13299,13299950200
4dc73e83-2266-4d4a-a892-2a600d32045a,"Census Tract 8, Sauk County, Wisconsin",-90.066,43.178,55,55111,55111000800
08cee7cb-57e5-4008-8fc0-91e63593d5f6,"Census Tract 602.09, Horry County, South Carolina",-78.954,33.763,45,45051,45051060209
ff65da6c-c357-4af6-8bce-c33cd4cc1789,"Census Tract 9502, Abbeville County, South Carolina",-82.391,34.339,45,45001,45001950200
d528b2ae-6d86-4d83-97cb-0ce76b9b1113,"Census Tract 118, Dane County, Wisconsin",-89.058,43.165,55,55025,55025011800
82a811c1-0f52-4f89-821e-bcb31c67388f,"Census Tract 205, Chester County, South Carolina",-81.309,34.739,45,45023,45023020500
2a147e91-8c6d-4184-a9f9-b15e71b59845,"Census Tract 9510, Jones County, Mississippi",-89.204,31.599,28,28067,28067951000
e6511032-9d11-4122-817b-3dfe5b0c5d0d,"Census Tract 105.03, Jasper County, Georgia",-83.683,33.305,13,13159,13159010503
5a9381d1-c350-4fb6-947d-d515083e6347,"Census Tract 116.16, Fulton County, Georgia",-84.292,34.074,13,13121,13121011616
8409074a-b460-4566-9fab-16c54fa02f85,"Census Tract 1005, Green Lake County, Wisconsin",-89.139,43.745,55,55047,55047100500
5e49b405-d412-4e3c-8d59-ba6f28d96248,"Census Tract 613.01, York County, South Carolina",-81.043,34.881,45,45091,45091061301
4d0c28d5-99b5-4ac7-b8ba-42c092a985ee,"Census Tract 232.04, DeKalb County, Georgia",-84.207,33.786,13,13089,13089023204
d956b5c3-a867-4719-90b6-cfed3cfdb2d6,"Census Tract 302, Douglas County, Wisconsin",-92.065,46.594,55,55031,55031030200
76f11f73-ba92-4799-9ab3-6c02d81faeb7,"Census Tract 146, Milwaukee County, Wisconsin",-87.928,43.044,55,55079,55079014600
acad1b53-2785-4c0f-aec4-8e5c881ccc4f,"Census Tract 901, Mitchell County, Georgia",-84.153,31.375,13,13205,13205090100
d3093058-942a-4f44-aa79-7042b7ffece3,"Census Tract 203.02, Rankin County, Mississippi",-90.084,32.341,28,28121,28121020302
d01c79b8-6bc0-482c-b5de-1e43377aa877,"Census Tract 111, Chippewa County, Wisconsin",-91.443,45.153,55,55017,55017011100
33c7ce4f-0847-4433-b304-e9aa52afecf1,"Census Tract 9702.01, Cherokee County, South Carolina",-81.662,35.078,45,45021,45021970201
9d055e3f-45d7-4e7d-b205-7c513505e7ad,"Census Tract 1003, Oconto County, Wisconsin",-88.519,45.239,55,55083,55083100300
73291d8f-cdc8-4528-82c6-3fd28f2b2791,"Census Tract 114.12, Richland County, South Carolina",-80.911,34.075,45,45079,45079011412
db6b8c00-5c43-4696-9968-9a6d732748f8,"Census Tract 9504, Adams County, Wisconsin",-89.798,43.996,55,55001,55001950400
dadd9a6c-ed35-4cd9-a73d-5afb9928bd89,"Census Tract 107.01, Dane County, Wisconsin",-89.446,43.001,55,55025,55025010701
bf125b7b-7f80-4fd2-abe9-d8b3db286919,"Census Tract 104.01, Fulton County, Georgia",-84.664,33.531,13,13121,13121010401
2777b703-2453-4331-851a-e8577633b37a,"Census Tract 114.12, Fulton County, Georgia",-84.291,34.024,13,13121,13121011412
ac05bd89-40f1-46ba-8255-c9855802553d,"Census Tract 303.18, Cobb County, Georgia",-84.423,33.963,13,13067,13067030318
a445c9fc-9bfd-440b-befc-e967ba1abb73,"Census Tract 1501, Milwaukee County, Wisconsin",-88.001,42.919,55,55079,55079150100
f16dd416-5fd2-43fd-ab3c-7e0a26ce7c13,"Census Tract 102, Chippewa County, Wisconsin",-91.406,44.886,55,55017,55017010200
b276b640-e971-4c86-9f64-5f34c28938e7,"Census Tract 9701, Columbia County, Wisconsin",-89.010,43.538,55,55021,55021970100
fa04d9eb-aa8e-459b-a1d1-9db104c6e98a,"Census Tract 9601.02, Jeff Davis County, Georgia",-82.568,31.871,13,13161,13161960102
a601bee2-73fc-4a16-b4ec-4ec13ee8aa16,"Census Tract 4.04, Glynn County, Georgia",-81.465,31.278,13,13127,13127000404
74dbff13-3487-4fe5-b065-fd9ed8beb6c3,"Census Tract 11, Sheboygan County, Wisconsin",-87.716,43.728,55,55117,55117001100
c118b49c-2248-4ffa-935f-b6acb25811d9,"Census Tract 301, Milwaukee County, Wisconsin",-87.901,43.180,55,55079,55079030100
5aba2348-f062-4c36-a245-ae88cbc25c1e,"Census Tract 4.02, Sumter County, South Carolina",-80.306,33.973,45,45085,45085000402
723cebb3-5f34-4d7a-a4d3-a6549a1eca0f,"Census Tract 703.04, Henry County, Georgia",-84.133,33.454,13,13151,13151070304
e04dd0e5-514a-4e0f-87cd-3da07cd9522d,"Census Tract 1204.02, Paulding County, Georgia",-84.949,33.837,13,13223,13223120402
a88f18dd-adad-4967-bf14-22c65d104a58,"Census Tract 9702, Heard County, Georgia",-85.254,33.400,13,13149,13149970200
8d4e0a31-c1f9-4471-864d-d4e07763dad0,"Census Tract 1402.01, Milwaukee County, Wisconsin",-87.988,42.944,55,55079,55079140201
c2980f69-2ca1-4876-883f-a4e9c619e76b,"Census Tract 3, Anderson County, South Carolina",-82.624,34.523,45,45007,45007000300
d5c62ed0-fa4a-4025-b545-946904eead68,"Census Tract 15, Charleston County, South Carolina",-79.950,32.801,45,45019,45019001500
5b798f87-e474-49c5-b719-9d24c01f87ae,"Census Tract 1403.06, Fayette County, Georgia",-84.540,33.384,13,13113,13113140306
f26b5481-76a5-456c-b4e6-d5d717abb055,"Census Tract 21, Hinds County, Mississippi",-90.224,32.314,28,28049,28049002100
b5563ed5-3435-4b2b-ba81-13f88f9bc278,"Census Tract 35.01, Harrison County, Mississippi",-89.223,30.610,28,28047,28047003501
e33fed71-dc75-44da-9f1d-777d89b57deb,"Census Tract 9501, Yalobusha County, Mississippi",-89.673,33.976,28,28161,28161950100
7079fc9e-84d5-4c73-9eb8-87b404c5323d,"Census Tract 1901.01, Florence County, Wisconsin",-88.262,45.919,55,55037,55037190101
a203aa30-50fa-4732-914e-cc60fe530d2e,"Census Tract 312.05, Cobb County, Georgia",-84.460,33.829,13,13067,13067031205
9e065f6c-21b2-4cb3-ac9b-59d2133fbb1f,"Census Tract 113, Hinds County, Mississippi",-90.702,32.211,28,28049,28049011300
d80be1fb-e4f7-4b45-9577-61a02959512a,"Census Tract 2, Elbert County, Georgia",-82.890,34.196,13,13105,13105000200
84e57648-336f-4081-b766-95cabb3e7ea8,"Census Tract 228, DeKalb County, Georgia",-84.283,33.763,13,13089,13089022800
99de8bf3-50a3-4eb1-810c-389738384663,"Census Tract 9606, Lincoln County, Wisconsin",-89.507,45.236,55,55069,55069960600
755beab9-f24e-435c-b491-15cc1d9e9785,"Census Tract 9201.01, Laurens County, South Carolina",-82.144,34.745,45,45059,45059920101
f6dbe69c-c1a0-48c6-9e4d-af06d2ab41a0,"Census Tract 303.34, Cobb County, Georgia",-84.435,33.977,13,13067,13067030334
bb084104-64df-47f5-ad56-ba7f1826f87b,"Census Tract 1856, Milwaukee County, Wisconsin",-87.918,43.063,55,55079,55079185600
0cdb40d7-6136-4579-8d33-c664e3453e57,"Census Tract 31, Dane County, Wisconsin",-89.292,43.079,55,55025,55025003100
37dca9b4-2e5b-4acf-b31b-a393aba29d13,"Census Tract 213.04, Brown County, Wisconsin",-88.085,44.475,55,55009,55009021304
d97fe1bd-bf5c-4109-8636-69777b43230f,"Census Tract 106.04, Orangeburg County, South Carolina",-80.840,33.482,45,45075,45075010604
a4b67085-391e-49b6-8080-ce7333d2d6f2,"Census Tract 8901.02, Franklin County, Georgia",-83.133,34.466,13,13119,13119890102
30a8db54-0c17-48ea-abb6-36ea841198ac,"Census Tract 9505, Monroe County, Wisconsin",-90.539,44.010,55,55081,55081950500
1b4a1efc-9c25-48ed-a04a-827ec2b9fd13,"Census Tract 9601, Buffalo County, Wisconsin",-91.797,44.463,55,55011,55011960100
4c8f5a8c-2ff5-4f2d-a0d4-e2fc5dd976c5,"Census Tract 104.02, Haralson County, Georgia",-85.184,33.702,13,13143,13143010402
15ae57f5-a473-4cdc-838a-e106f6ee3458,"Census Tract 1402.02, Milwaukee County, Wisconsin",-87.976,42.937,55,55079,55079140202
2d3aa21d-9549-4ca8-91f9-a6dfd52f0fe3,"Census Tract 9503, Quitman County, Mississippi",-90.287,34.205,28,28119,28119950300
d5e8c859-1373-4ade-a427-fded07120135,"Census Tract 23, Kenosha County, Wisconsin",-87.854,42.547,55,55059,55059002300
f80e9613-d597-41f5-b8c1-40e826fed870,"Census Tract 9510, Jones County, Mississippi",-89.204,31.597,28,28067,28067951000
f79d5f62-065e-4c50-af83-0573d80df36e,"Census Tract 3, Elbert County, Georgia",-82.926,34.092,13,13105,13105000300
7c3125e4-a9f5-46d6-8aa8-011a3c2d3749,"Census Tract 104.02, Pickens County, South Carolina",-82.709,34.865,45,45077,45077010402
78a8ed72-44cb-431c-8b19-0462eb1de51a,"Census Tract 9502.03, Newberry County, South Carolina",-81.620,34.273,45,45071,45071950203
6a026bd5-a6db-401b-916d-18368123a3a3,"Census Tract 12, Hinds County, Mississippi",-90.192,32.343,28,28049,28049001200
376092fd-8a02-4e94-bd31-3f3e9feb0150,"Census Tract 9501, Monroe County, Wisconsin",-90.507,44.133,55,55081,55081950100
f4358882-49e0-4189-9686-c42c80f57acc,"Census Tract 208, Chester County, South Carolina",-81.012,34.805,45,45023,45023020800
083e4475-3dea-4229-bc50-8b689a7a8eea,"Census Tract 911.02, Cherokee County, Georgia",-84.612,34.097,13,13057,13057091102
07505f66-f1c3-48f9-abea-f8e6b1a7647a,"Census Tract 603.10, Rockdale County, Georgia",-83.997,33.663,13,13247,13247060310
bcd19d06-07ed-456c-8993-fd6732e214f0,"Census Tract 220.02, Aiken County, South Carolina",-81.686,33.400,45,45003,45003022002
948079ab-8c89-41c8-9ddf-f9133eda2a30,"Census Tract 102, Sheboygan County, Wisconsin",-87.825,43.825,55,55117,55117010200
d5a3f604-6193-48fe-9c8b-eaf48bce1c27,"Census Tract 1004, Juneau County, Wisconsin",-90.168,43.882,55,55057,55057100400
88a6ec14-aa8e-4a4e-9bce-a6981cc1b599,"Census Tract 9510, Jones County, Mississippi",-89.195,31.604,28,28067,28067951000
fd0f6a99-9165-4350-8b47-617dc649fc1c,"Census Tract 6, Dane County, Wisconsin",-89.458,43.032,55,55025,55025000600
67b668bc-9990-4e49-9e42-94ae42357f71,"Census Tract 707.01, Horry County, South Carolina",-79.028,33.949,45,45051,45051070701
e3584829-0401-44e0-95ef-2c4cd16571ef,"Census Tract 1001.02, Newton County, Georgia",-83.923,33.621,13,13217,13217100102
b1bbc04b-27cb-4a98-b694-ae3cc4dd711c,"Census Tract 114, Orangeburg County, South Carolina",-80.877,33.515,45,45075,45075011400
03f4662f-117a-4f1e-aab5-6735ed80f96c,"Census Tract 1007, Oconto County, Wisconsin",-88.307,44.893,55,55083,55083100700
e75d099c-2445-4fb8-b1d6-e9b7b94bda4a,"Census Tract 708.30, DeSoto County, Mississippi",-89.754,34.964,28,28033,28033070830
7e797a71-ccf2-4069-8806-84780f0d06ef,"Census Tract 1401.01, Fayette County, Georgia",-84.448,33.531,13,13113,13113140101
3a021304-46ed-48e3-91b9-b4893935f5f6,"Census Tract 9504, Itawamba County, Mississippi",-88.213,34.329,28,28057,28057950400
cda7d0a0-61d2-44a9-9001-4494cc073164,"Census Tract 113.02, Anderson County, South Carolina",-82.524,34.497,45,45007,45007011302
6662cc86-211c-4fd4-a315-e5fae34feac0,"Census Tract 9501, Choctaw County, Mississippi",-89.240,33.437,28,28019,28019950100
8cb965a7-e9ba-4791-a1e9-ce1e5af1098a,"Census Tract 9502.02, Irwin County, Georgia",-83.251,31.587,13,13155,13155950202
65d3b6b8-7ccf-4e49-8cc2-4e6c9cb0395e,"Census Tract 114, Wood County, Wisconsin",-89.815,44.379,55,55141,55141011400
10569600-7887-46ad-ad3b-f9787afe73d1,"Census Tract 9508, Leflore County, Mississippi",-90.179,33.510,28,28083,28083950800
ea2bd3eb-c9d3-43d7-b00a-35ec89c9c05d,"Census Tract 104.07, Richland County, South Carolina",-81.093,34.050,45,45079,45079010407
02fef1bb-ceb4-4276-98f5-84e877fc3647,"Census Tract 9703, Barnwell County, South Carolina",-81.378,33.255,45,45011,45011970300
eb46be9b-6ff9-4d92-b07f-08e298dcf45a,"Census Tract 9, Barron County, Wisconsin",-91.982,45.237,55,55005,55005000900
bcfacb8e-7b1f-43f6-87b7-dc0a0e2c8570,"Census Tract 9603, Marquette County, Wisconsin",-89.327,43.779,55,55077,55077960300
3920fe05-540c-4009-a217-fcd3c4548e4e,"Census Tract 14.03, Dane County, Wisconsin",-89.419,43.025,55,55025,55025001403
ed88e1e3-5e1d-41c1-869b-ac4d4593b6b0,"Census Tract 503.11, Gwinnett County, Georgia",-84.221,33.938,13,13135,13135050311
74ec7fb5-69f3-485a-b4b3-d849b5b9b4f2,"Census Tract 13.04, Rock County, Wisconsin",-88.970,42.712,55,55105,55105001304
e0f7dbf0-2a08-4719-bb4a-3f1be189e7c6,"Census Tract 603, Attala County, Mississippi",-89.765,33.019,28,28007,28007060300
7a8926df-00d8-43cf-a279-acf6160ce4e7,"Census Tract 9704, Williamsburg County, South Carolina",-79.496,33.605,45,45089,45089970400
f4c8d0ad-9638-4e2d-abf9-2c3d9064a97d,"Census Tract 103.01, Fulton County, Georgia",-84.634,33.616,13,13121,13121010301
e0f3dc19-99cc-4669-b62d-c28d5e535d12,"Census Tract 111.06, Chatham County, Georgia",-81.012,32.042,13,13051,13051011106
d67966f8-b080-4f6e-b01c-77d6b60a80e4,"Census Tract 9501, Bolivar County, Mississippi",-90.746,34.044,28,28011,28011950100
b718e95b-cd96-43eb-ab4c-40666f6248fc,"Census Tract 225.02, DeKalb County, Georgia",-84.298,33.779,13,13089,13089022502
0d5f6652-d832-433d-9e8f-747ffa31ab6c,"Census Tract 12, Florence County, South Carolina",-79.780,34.176,45,45041,45041001200
869f7417-ec8c-4077-a441-4154df6fbfe7,"Census Tract 5, Greenville County, South Carolina",-82.407,34.836,45,45045,45045000500
985989da-f112-4013-8675-9536fa762b64,"Census Tract 9, Whitfield County, Georgia",-84.978,34.774,13,13313,13313000900
2ed3da31-39c7-424f-9002-7566f91c0a24,"Census Tract 9502, Oktibbeha County, Mississippi",-88.854,33.484,28,28105,28105950200
3fb92212-20f6-41d5-a956-9dc7b11dee7f,"Census Tract 9504, Pontotoc County, Mississippi",-88.899,34.163,28,28115,28115950400
0dc807b7-edba-42f9-a168-93a5835c452d,"Census Tract 1005.02, Sawyer County, Wisconsin",-91.423,46.074,55,55113,55113100502
f3f34174-875b-48aa-bbf8-50a11ede53bc,"Census Tract 9507, Pike County, Mississippi",-90.470,31.006,28,28113,28113950700
ebe947e7-2e4d-459e-b274-cc979e939fd9,"Census Tract 2002, Seminole County, Georgia",-84.885,31.042,13,13253,13253200200
748db736-58d6-43a4-b990-193bdf4aeccb,"Census Tract 9501, Calhoun County, South Carolina",-80.901,33.648,45,45017,45017950100
5a097b76-65c6-42ea-9868-7a029a7f7bb2,"Census Tract 602, York County, South Carolina",-81.003,34.920,45,45091,45091060200
5f67de20-d1e3-4ede-a831-a84854937002,"Census Tract 1902, Florence County, Wisconsin",-88.675,45.793,55,55037,55037190200
c6d0758b-db60-4377-bdb4-1ccef388a4b5,"Census Tract 406.09, Clayton County, Georgia",-84.341,33.547,13,13063,13063040609
05647dae-4907-4860-a69f-67bc9e818774,"Census Tract 1010, Waupaca County, Wisconsin",-89.081,44.356,55,55135,55135101000
49460daf-bf87-4521-9d27-fbd0720976f8,"Census Tract 5.02, Habersham County, Georgia",-83.541,34.571,13,13137,13137000502
b50a9f21-b887-469a-99bc-bc5cb559cd24,"Census Tract 11, Forrest County, Mississippi",-89.332,31.348,28,28035,28035001100
4d34c173-b603-4573-a800-15e19f1dbb36,"Census Tract 77, Milwaukee County, Wisconsin",-87.886,43.061,55,55079,55079007700
601e3913-7c19-4817-9d94-6de3a167fa10,"Census Tract 9502, Ware County, Georgia",-82.380,31.265,13,13299,13299950200
126ef5b2-109a-4f1c-8cb5-81cc21232b9d,"Census Tract 103.03, Fulton County, Georgia",-84.560,33.704,13,13121,13121010303
793d6d55-f50d-4666-aba6-dde8c12c3bf1,"Census Tract 1706.03, Coweta County, Georgia",-84.692,33.338,13,13077,13077170603
dae36def-f4e8-42db-99a1-1c4af6d289a6,"Census Tract 105, Morgan County, Georgia",-83.604,33.504,13,13211,13211010500
7734d4dc-92c9-48ca-b25e-e267a15dda8e,"Census Tract 9610, Dodge County, Wisconsin",-88.840,43.460,55,55027,55027961000
669b236e-29fe-4f3c-a376-5065301ee4b1,"Census Tract 1801.06, Barrow County, Georgia",-83.848,34.036,13,13013,13013180106
8816f217-4b6d-49f9-81df-599ccad3ec99,"Census Tract 710.02, DeSoto County, Mississippi",-89.911,34.832,28,28033,28033071002
57d22665-9582-489b-adff-a0676f274baf,"Census Tract 22.02, Winnebago County, Wisconsin",-88.841,44.230,55,55139,55139002202
fbc18d96-632a-410f-b594-2ec7d6b6d671,"Census Tract 9609, Grant County, Wisconsin",-90.472,42.737,55,55043,55043960900
a90c49a9-a2de-4def-b669-449b4108d1b4,"Census Tract 104.02, Pickens County, South Carolina",-82.701,34.901,45,45077,45077010402
33bb26ab-9bc6-4bbf-9b62-44d7739695ae,"Census Tract 9608, Dodge County, Wisconsin",-88.835,43.461,55,55027,55027960800
ea9e20f3-e683-4af3-ba85-7ca97528795f,"Census Tract 10.01, Barron County, Wisconsin",-91.726,45.321,55,55005,55005001001
77f8150a-5032-4971-994a-76a8b1d970f4,"Census Tract 1206.05, Paulding County, Georgia",-84.867,33.837,13,13223,13223120605
8b3f0548-45e6-4eb4-8ec8-fb1e96ed87be,"Census Tract 9602.01, Bamberg County, South Carolina",-81.033,33.305,45,45009,45009960201
f0c04bd9-b9d2-445c-83c4-3c5b2779eb85,"Census Tract 105, Jackson County, Georgia",-83.430,34.117,13,13157,13157010500
d6d31f29-ac3c-42ff-bce9-4cc6996d1765,"Census Tract 9606, Brooks County, Georgia",-83.667,30.785,13,13027,13027960600
29e5a262-b4a9-45a5-a3c5-eecf54f3cd2b,"Census Tract 9502, Humphreys County, Mississippi",-90.572,33.048,28,28053,28053950200
2723fe2b-0ab2-4a85-8107-549348e8842a,"Census Tract 9502.01, Irwin County, Georgia",-83.214,31.635,13,13155,13155950201
e1ef037f-54e7-48c7-9a6c-efd3dfbe1161,"Census Tract 1003, Door County, Wisconsin",-87.116,45.188,55,55029,55029100300
b1228cde-eb76-4b66-bbc7-3cb8876e4c80,"Census Tract 9503, Monroe County, Mississippi",-88.482,33.989,28,28095,28095950300
85873cdb-30a6-4f7e-9d80-415d024272fe,"Census Tract 205.04, Brown County, Wisconsin",-88.144,44.576,55,55009,55009020504
ea5ce5d4-cb5a-428e-9541-bf6f59b5560d,"Census Tract 9602, Lawrence County, Mississippi",-90.147,31.722,28,28077,28077960200
80034306-df12-4786-a450-751d1ee119d2,"Census Tract 104.03, Richland County, South Carolina",-81.089,34.026,45,45079,45079010403
a0c8c844-8eb0-46ce-8e2d-9afe379ed552,"Census Tract 9509.02, Jones County, Mississippi",-89.200,31.461,28,28067,28067950902
4c0a3186-6eec-4161-8ae2-7e99e0857912,"Census Tract 911.02, Cherokee County, Georgia",-84.582,34.110,13,13057,13057091102
41ea6121-b565-4605-9a21-02833ab3084f,"Census Tract 9501, Tallahatchie County, Mississippi",-89.939,34.117,28,28135,28135950100
1af863b4-8254-4bc4-95bb-5514c8748cb2,"Census Tract 9501, Washburn County, Wisconsin",-91.715,45.998,55,55129,55129950100
03f55b93-9e6e-425e-98fc-6736aa4bc836,"Census Tract 109.02, Pickens County, South Carolina",-82.551,34.822,45,45077,45077010902
7a73f653-baf4-436f-82f9-bd6039bf15b7,"Census Tract 9401, Neshoba County, Mississippi",-89.223,32.783,28,28099,28099940100
06f1f801-6427-476e-a80a-f682485de9e7,"Census Tract 9503.01, Tate County, Mississippi",-90.185,34.659,28,28137,28137950301
2831bf6d-a2e1-4dfa-94bc-2c82db2b7339,"Census Tract 19, Marathon County, Wisconsin",-90.026,44.902,55,55073,55073001900
8951d0cb-a10d-4ad9-94ee-b1e3fcadbc91,"Census Tract 9606, Dodge County, Georgia",-83.178,32.082,13,13091,13091960600
f019a7fe-8306-424f-9da5-247b973386fd,"Census Tract 501.05, Gwinnett County, Georgia",-83.995,34.116,13,13135,13135050105
b35524fd-0e76-4ad9-b334-cca9af4d07ee,"Census Tract 303.02, Columbia County, Georgia",-82.147,33.503,13,13073,13073030302
ac0f9d46-583d-4702-a9af-b95421e33fb7,"Census Tract 120.01, Anderson County, South Carolina",-82.739,34.517,45,45007,45007012001
afedc362-b6cb-485a-adde-2757f8fc476d,"Census Tract 1805.01, Barrow County, Georgia",-83.761,33.978,13,13013,13013180501
c36bc1ea-a3b3-4d26-80fd-571d3e8939dc,"Census Tract 202.06, Rankin County, Mississippi",-90.001,32.315,28,28121,28121020206
ebe1d745-7233-4345-98f2-b3b2114e5582,"Census Tract 9702, Kershaw County, South Carolina",-80.472,34.507,45,45055,45055970200
8ea420ff-447f-4703-a112-8f080b4fa41b,"Census Tract 2036.02, Waukesha County, Wisconsin",-88.348,43.103,55,55133,55133203602
9cae1d65-d4a5-4318-83e4-c06afb8b1709,"Census Tract 211.15, Lexington County, South Carolina",-81.241,34.073,45,45063,45063021115
1270aaca-36d1-46e0-ba61-55a126990b3b,"Census Tract 9505, Prentiss County, Mississippi",-88.635,34.510,28,28117,28117950500
f9f6bf31-1136-4460-bb58-7f58727f0cac,"Census Tract 9603, Quitman County, Georgia",-85.105,31.885,13,13239,13239960300
35886f06-07e3-4584-a24e-d89d84a18755,"Census Tract 11.03, Marathon County, Wisconsin",-89.570,44.910,55,55073,55073001103
15945a59-f264-4fb5-b4d8-bffaf9547862,"Census Tract 404.20, Clayton County, Georgia",-84.277,33.587,13,13063,13063040420
65e57114-f392-4c16-8033-7e190734f4aa,"Census Tract 120, Outagamie County, Wisconsin",-88.324,44.247,55,55087,55087012000
97381895-d30a-4b21-81a7-6210e97cbbc6,"Census Tract 406, Leake County, Mississippi",-89.533,32.738,28,28079,28079040600
6ecbad33-74de-41e4-92ec-88d5dc4e6393,"Census Tract 33.03, Greenville County, South Carolina",-82.398,34.682,45,45045,45045003303
00a3b025-2d5e-469b-b6cd-50869d7a3f13,"Census Tract 9502, Sharkey County, Mississippi",-90.877,32.911,28,28125,28125950200
f88716cc-5e19-4dd5-b89b-919df8c5fe77,"Census Tract 9501.01, Perry County, Mississippi",-89.110,31.376,28,28111,28111950101
d04996e5-b132-470e-a16f-2c245caa6f0b,"Census Tract 9501, Forest County, Wisconsin",-88.696,45.794,55,55041,55041950100
b66ba097-16c1-4bb9-a4db-72b1af220d74,"Census Tract 1, Adams County, Mississippi",-91.369,31.483,28,28001,28001000100
fdedd1ae-fe7c-4c63-98c7-3a34cb79b6b7,"Census Tract 9501.01, Telfair County, Georgia",-82.820,32.047,13,13271,13271950101
a2354f77-0265-45e1-891f-6e4bfd957816,"Census Tract 110.02, Pickens County, South Carolina",-82.700,34.779,45,45077,45077011002
53c2a083-e267-4df8-83ce-b6e478b93d22,"Census Tract 4.07, Dane County, Wisconsin",-89.504,43.040,55,55025,55025000407
ba351bbe-c7ec-4c76-8777-8a81d2f10d7c,"Census Tract 9604, Jackson County, Wisconsin",-90.902,44.186,55,55053,55053960400
bbe5d1a7-8b38-4547-92d0-88e61ffe4e25,"Census Tract 102.02, Lauderdale County, Mississippi",-88.677,32.570,28,28075,28075010202
dde7c7f2-088d-4b02-8db6-4a26aca4a2b9,"Census Tract 619, York County, South Carolina",-81.345,34.957,45,45091,45091061900
c8c9ce06-1328-4df6-b831-a42dbac008c7,"Census Tract 234.25, DeKalb County, Georgia",-84.226,33.667,13,13089,13089023425
b5244de3-56fe-49f6-8b54-c67f2c1decce,"Census Tract 72, Fulton County, Georgia",-84.362,33.671,13,13121,13121007200
93c68eff-0b1b-47fe-8a9e-d7496fa33cc1,"Census Tract 10, Winnebago County, Wisconsin",-88.581,44.030,55,55139,55139001000
ff0c08dc-12dc-4bb5-9d6f-aa0647fb4fcc,"Census Tract 4, Sheboygan County, Wisconsin",-87.750,43.764,55,55117,55117000400
50b86911-19fa-494b-83d2-24af0305df35,"Census Tract 9503, Ware County, Georgia",-82.379,31.237,13,13299,13299950300
4f8bcaf4-8bcb-4a42-81f1-24f596bb6ba5,"Census Tract 9703.01, Colleton County, South Carolina",-80.798,32.806,45,45029,45029970301
87ae999b-3412-4579-8385-a4c611ca09d7,"Census Tract 101.01, Neshoba County, Mississippi",-88.951,32.771,28,28099,28099010101
f9691c32-ced8-49e4-bdb1-ead50193ccb6,"Census Tract 111, Sheboygan County, Wisconsin",-88.101,43.587,55,55117,55117011100
98cf51d3-b21d-476d-8c2e-89620b265047,"Census Tract 303.34, Cobb County, Georgia",-84.415,33.972,13,13067,13067030334
e12aeb9e-83ed-4149-b8cd-9c8eca2065e2,"Census Tract 9604, Buffalo County, Wisconsin",-91.852,44.230,55,55011,55011960400
b1135d74-da11-4f9a-b2d4-5416e0e8e221,"Census Tract 2045.01, Waukesha County, Wisconsin",-88.460,43.143,55,55133,55133204501
1a8bb5c3-013c-4c85-bfaa-3e08bbafab84,"Census Tract 609.01, York County, South Carolina",-80.986,34.981,45,45091,45091060901
6c13c986-b978-4cc1-8448-09ed86d226e8,"Census Tract 22, Muscogee County, Georgia",-84.956,32.471,13,13215,13215002200
36f1e395-e4fa-41ad-bc3c-3d1d038b09cb,"Census Tract 4.01, Lauderdale County, Mississippi",-88.694,32.383,28,28075,28075000401
36776b85-2013-4a9b-a87a-654e7f2a140b,"Census Tract 112.11, Lancaster County, South Carolina",-80.800,34.895,45,45057,45057011211
3bf0a44c-0324-46ce-8819-5705e86d2dc1,"Census Tract 4803, Hancock County, Georgia",-83.002,33.122,13,13141,13141480300
6d4ebcde-9d10-44ab-ba22-a7f5f4c0b8eb,"Census Tract 13.02, Racine County, Wisconsin",-87.790,42.742,55,55101,55101001302
24df1fbd-76c3-4e11-88cf-a4fffc50c217,"Census Tract 9, Forrest County, Mississippi",-89.340,31.325,28,28035,28035000900
