"location_name_clean","r3latitude","r3longitude","state","change_year","geom","change_type"
"HOWARD CENTER","33.367","-79.298","SC","2012","0101000020E610000068345E5F10D353C06BE404B7FFAE4040",NULL
"HOWE HALL ELEMENTARY SCHOOL","32.980","-80.028","SC","2012","0101000020E6100000930843D3C80154C012239573737D4040",NULL
"HOWE SPRINGS FIRE STATION #1","34.144","-79.732","SC","2012","0101000020E6100000AF8BEC94D8EE53C06A98EB7E5F124140",NULL
"HOWE SPRINGS FIRE STATION #2","34.066","-79.683","SC","2012","0101000020E61000005EC42DD5BBEB53C0D05BE10275084140",NULL
"HUGER FIRE DEPARTMENT","33.081","-79.805","SC","2012","0101000020E6100000B591466087F353C01557957D578A4040",NULL
"HUNT MEADOWS ELEMENTARY SCHOOL","34.756","-82.575","SC","2012","0101000020E61000007B7EBD67C9A454C03AD7E6B5C8604140",NULL
"HUNTERS CHAPEL FIRE DEPARTMENT","33.177","-80.917","SC","2012","0101000020E6100000EAA2320FAA3A54C0B49DA51AAC964040",NULL
"HWY 34 FIRE DEPARTMENT","34.165","-82.105","SC","2012","0101000020E6100000729A4F67B88654C06F3F2A0F1C154140",NULL
"HYATT PARK (TEMP SITE)","34.040","-81.042","SC","2012","0101000020E610000009DFFB1BB44254C0C8258E3C10054140",NULL
"HYATT PARK ELEMENTARY","34.040","-81.037","SC","2012","0101000020E6100000106157EE604254C0F3FEE49425054140",NULL
"HYDE PK BAPTIST CHURCH RECREATIONAL BUILDING","34.707","-80.724","SC","2012","0101000020E6100000648D1FCF532E54C0F2E615F4835A4140",NULL
"IMMANUEL BAPTIST CHURCH","34.182","-79.770","SC","2012","0101000020E6100000B7E45D9A47F153C00E7107454E174140",NULL
"IMMANUEL LUTHERAN CHURCH","34.805","-82.224","SC","2012","0101000020E6100000FB027AE14E8E54C041B3902518674140",NULL
"INDEPENDENCE ELEMENTARY SCHOOL","34.905","-80.976","SC","2012","0101000020E61000009C57D00F7E3E54C0EB92CC45D7734140",NULL
"INDIAN FIELD FIRE DEPARTMENT","33.254","-80.525","SC","2012","0101000020E6100000AD0507C5A02154C0EA4207B87BA04040",NULL
"INDIAN LAND RECREATIONAL CENTER","34.953","-80.848","SC","2012","0101000020E610000057467E584A3654C06B93D453F5794140",NULL
"INDIGO HALL FACILITY (INDIGO RUN)","32.201","-80.745","SC","2012","0101000020E61000000EA72787AA2F54C02DE3F093B4194040",NULL
"INDIGO PINES","32.213","-80.716","SC","2012","0101000020E6100000BA5807F6CE2D54C03EB0E3BF401B4040",NULL
"IRMO ELEMENTARY SCHOOL","34.086","-81.185","SC","2012","0101000020E61000005BD2ACC7D84B54C0DFCB33E5F90A4140",NULL
"IRMO HIGH SCHOOL","34.067","-81.173","SC","2012","0101000020E6100000B5CB6DB1114B54C03B3B74D597084140",NULL
"ISLE OF PALMS CITY HALL","32.789","-79.789","SC","2012","0101000020E6100000274D83A279F253C03C0103F7F2644040",NULL
"ISLE OF PALMS RECREATION","32.795","-79.776","SC","2012","0101000020E6100000BD169925A6F153C03DD2E0B6B6654040",NULL
"IVA CIVIC CENTER","34.306","-82.667","SC","2012","0101000020E6100000CD339B6CA8AA54C0D36C794034274140",NULL
"IVA FIRE STATION","34.302","-82.666","SC","2012","0101000020E6100000E1067C7E98AA54C099CD2DBEB2264140",NULL
"J D LEVER ELEMENTARY","33.646","-81.674","SC","2012","0101000020E6100000A882F68F2A6B54C0DD836B49A2D24040",NULL
"J L MANN HIGH SCHOOL","34.807","-82.337","SC","2012","0101000020E6100000B9C15087959554C0BB4AD2904C674140",NULL
"J P TRULUCK ELEMENTARY SCHOOL","33.874","-79.765","SC","2012","0101000020E6100000F28414F2F7F053C0E76388ADEAEF4040",NULL
"JACKSON TOWN HALL","33.325","-81.789","SC","2012","0101000020E6100000AA735655797254C03F90172D9BA94040",NULL
"JACKSONBORO FIRE-RESCUE STATION #2","32.772","-80.463","SC","2012","0101000020E6100000BD4AE3BCA41D54C0A6EF3504C7624040",NULL
"JAMES ISLAND CHARTER HIGH","32.731","-79.934","SC","2012","0101000020E61000003E7F3562C1FB53C02C2D23F59E5D4040",NULL
"JAMES ISLAND ELEMENTARY SCHOOL","32.709","-79.974","SC","2012","0101000020E6100000296A7A9A5DFE53C0C7A17E17B65A4040",NULL
"JAMES ISLAND MIDDLE SCHOOL","32.733","-79.962","SC","2012","0101000020E61000001DEED9298CFD53C000CEE6CCD15D4040",NULL
"JAMES ISLAND RECREATIONAL COMPLEX","32.738","-79.938","SC","2012","0101000020E610000035E5AF3500FC53C0ACB65153815E4040",NULL
"JAMES STEVENS BUILDING","34.058","-78.892","SC","2012","0101000020E6100000A1C1018816B953C0AF55270C6F074140",NULL
"JAMESTOWN LIBRARY","33.285","-79.695","SC","2012","0101000020E6100000E7DF2EFB75EC53C07423D1706FA44040",NULL
"JANE EDWARDS ELEMENTARY SCHOOL","32.581","-80.300","SC","2012","0101000020E6100000A3CB9BC3351354C0252CE0545A4A4040",NULL
"JANE HAMILTON SCHOOL","32.126","-80.861","SC","2012","0101000020E61000009363FC451A3754C0A6DD9ED623104040",NULL
"JEFFERSON COMMUNITY CENTR","34.657","-80.387","SC","2012","0101000020E610000035ADB948C61854C007CCE8EC09544140",NULL
"JEHOVAH BAPTIST CHURCH","33.906","-80.339","SC","2012","0101000020E6100000CE424CD3B11554C0F1B7E287EFF34040",NULL
"JENKINS ORPHANAGE","32.847","-79.993","SC","2012","0101000020E6100000D491C8E38EFF53C06F21D96D616C4040",NULL
"JENKINSVILLE FIRE DEPT.","34.328","-81.285","SC","2012","0101000020E61000005A10CAFB385254C07730629F002A4140",NULL
"JENNIE MOORE ELEMENTARY SCHOOL","32.852","-79.793","SC","2012","0101000020E61000006060B1E1C4F253C0A878B70DFE6C4040",NULL
"JERNIGANS X RDS STORE","34.114","-78.901","SC","2012","0101000020E6100000F3F05476B0B953C09131D2E6930E4140",NULL
"JERUSALEM BAPTIST CHURCH","33.763","-81.643","SC","2012","0101000020E61000001255AEA6216954C0803D70DFB4E14040",NULL
"JERUSALEM STUCKEY BAPTIST CHURCH","34.171","-80.342","SC","2012","0101000020E61000005B4E5315E41554C0A05B9EBDE9154140",NULL
"JESSE BOBO ELEMENTARY SCHOOL","34.948","-81.981","SC","2012","0101000020E61000009EC195A2CB7E54C04BF784364A794140",NULL
"JESSE BOYD ELEMENTARY SCHOOL","34.957","-81.876","SC","2012","0101000020E61000000B6F206E187854C0CEDCE808857A4140",NULL
"JEWISH COMMUNITY CENTER","32.813","-80.017","SC","2012","0101000020E6100000571A9D981A0154C021AA95AE05684040",NULL
"JEWISH COMMUNITY CENTER","34.103","-80.930","SC","2012","0101000020E610000033BF9A03843B54C043B74DA72B0D4140",NULL
"JJ MITCHEOM COMMUNITY CENTER","33.752","-79.455","SC","2012","0101000020E6100000C55B429921DD53C09600A19A37E04040",NULL
"JOANNA-WOODSON ELEMENTARY SCHOOL","34.407","-81.812","SC","2012","0101000020E61000000D69F926F27354C07B2C222F10344140",NULL
"JOHN CALVIN PRESBYTERIAN CHURCH","34.876","-82.452","SC","2012","0101000020E61000004546AC6AEE9C54C03F0801F912704140",NULL
"JOHN FORD MIDDLE SCHOOL","33.672","-80.781","SC","2012","0101000020E61000003BB31314F53154C01D9430D3F6D54040",NULL
"JOHN P THOMAS ELEMENTARY","34.063","-81.018","SC","2012","0101000020E6100000F4F928232E4154C0CCB96F1008084140",NULL
"JOHNSON-BRDVIEW COMMUNITY CENTER","34.467","-82.608","SC","2012","0101000020E61000005217DF06EBA654C05D763EF2BD3B4140",NULL
"JOHNSONVILLE HIGH SCHOOL GYM","33.816","-79.444","SC","2012","0101000020E61000005775560B6CDC53C0E1EEACDD76E84040",NULL
"JOHNSTON ELEMENTARY SCHOOL","33.835","-81.804","SC","2012","0101000020E6100000EC962E0E787354C0792DD791D9EA4040",NULL
"JOHNSTONE-METROPOLITAN BAPTIST CHURCH","34.251","-81.571","SC","2012","0101000020E610000044C2F7FE866454C0B324404D2D204140",NULL
"JONES AVENUE BAPTIST CHURCH","34.819","-82.615","SC","2012","0101000020E6100000CA4DD4D25CA754C0A4F732F6CA684140",NULL
"JONES RECREATION CENTER","32.846","-79.855","SC","2012","0101000020E6100000938C9C85BDF653C06D0377A04E6C4040",NULL
"JONESVILLE FIRE DEPARTMENT","34.833","-81.681","SC","2012","0101000020E61000000458E4D78F6B54C08137EEDE9B6A4140",NULL
"JOSEPH FLOYD MANOR","32.813","-79.952","SC","2012","0101000020E6100000FF017BF1EAFC53C024C5B6FB0B684040",NULL
"JOSEPH KEELS ELEMENTARY","34.076","-80.956","SC","2012","0101000020E61000008146448C323D54C0ED815660C8094140",NULL
"JUNIPER BAY BAPTIST CHURCH","33.872","-79.170","SC","2012","0101000020E61000005EBC1FB7DFCA53C0A83462669FEF4040",NULL
"KEARSE AGRICULTURAL BUILDING","33.286","-81.041","SC","2012","0101000020E6100000AB0A687DA54254C0E8C64F3E98A44040",NULL
"KEENAN HIGH SCHOOL","34.099","-80.987","SC","2012","0101000020E6100000C43E0114233F54C099B9C0E5B10C4140",NULL
"KELLY MILL MIDDLE SCHOOL","34.188","-80.889","SC","2012","0101000020E6100000E9A0A6F1E63854C0F8F422241C184140",NULL
"KELTON FIRE HOUSE","34.814","-81.589","SC","2012","0101000020E610000003A95EC8B46554C0FBBC981C2D684140",NULL
"KENDALL CLUBHOUSE","34.259","-80.589","SC","2012","0101000020E61000005046A68DB42554C06C2D82B520214140",NULL
"KENNEDY MIDDLE SCHOOL","33.525","-81.714","SC","2012","0101000020E6100000DEC3CA0DAB6D54C0727D699B2CC34040",NULL
"KENSINGTON ELEMENTARY SCHOOL","33.399","-79.288","SC","2012","0101000020E610000076DCF0BB69D253C0BACAC97A20B34040",NULL
"KEOWEE FIRE DEPARTMENT","34.377","-82.438","SC","2012","0101000020E61000004240BE840A9C54C0C001D2A34E304140",NULL
"KEOWEE-EBENEZER FIRE STATION","34.786","-82.960","SC","2012","0101000020E6100000E5E14E336EBD54C0B817E2A2A4644140",NULL
"KILBOURNE PARK BAPTIST","34.003","-80.978","SC","2012","0101000020E61000001C19F55A9A3E54C0BBDD81F057004140",NULL
"KILLIAN ELEMENTARY SCHOOL","34.138","-80.931","SC","2012","0101000020E6100000E70B6B74983B54C02DD736209D114140",NULL
"KILLIAN PARK","34.155","-80.957","SC","2012","0101000020E61000006A3E9DE13C3D54C04919CCBADA134140",NULL
"KINGDOM LIFE CHURCH","34.777","-82.269","SC","2012","0101000020E6100000EA2FAAFB369154C0AFA8D26064634140",NULL
"KINGDOM TOUCH MINISTRIES GYMNASIUM","32.479","-80.996","SC","2012","0101000020E61000005428C1D1C43F54C00BE654D7463D4040",NULL
"KINGSBURG MASONIC LODGE","33.833","-79.448","SC","2012","0101000020E6100000F722DA8EA9DC53C0FF959526A5EA4040",NULL
"KINGSBURY ELEMENTARY SCHOOL","33.890","-80.368","SC","2012","0101000020E610000012746A1D8B1754C086600B30E2F14040",NULL
"KINGSTON BAPTIST CHURCH","33.889","-78.969","SC","2012","0101000020E61000009C7AEE4E08BE53C002C6E9DACDF14040",NULL
"KINGSTREE ELEMENTARY SCHOOL","33.670","-79.832","SC","2012","0101000020E6100000E3B1553838F553C050BC1468C1D54040",NULL
"KINGSTREE HIGH SCHOOL","33.655","-79.815","SC","2012","0101000020E6100000715D8CDC2EF453C09E3AFB6FCAD34040",NULL
"KITTI WAKE BAPTIST CHURCH","33.957","-81.174","SC","2012","0101000020E6100000F6306AAD1E4B54C031AA567089FA4040",NULL
"KLINE TOWN HALL","33.124","-81.342","SC","2012","0101000020E61000000DED52D9E65554C0573ECBF3E08F4040",NULL
"KNIGHTSVILLE ELEMENTARY","33.008","-80.238","SC","2012","0101000020E6100000DF79F365330F54C0BA9976D613814040",NULL
"KNIGHTSVILLE UNITED METHODIST","33.013","-80.233","SC","2012","0101000020E6100000FDEC9117E30E54C0B3B112F3AC814040",NULL
"LA FRANCE ELEMENTARY SCHOOL","34.613","-82.764","SC","2012","0101000020E6100000207BBDFBE3B054C034B9BD49784E4140",NULL
"LADSON ELEMENTARY SCHOOL","32.984","-80.106","SC","2012","0101000020E610000010F97832C90654C01A0346F2F07D4040",NULL
"LADY'S ISLAND AIRPORT BUILDING","32.411","-80.635","SC","2012","0101000020E6100000FB18181EA02854C0E8F4616298344040",NULL
"LADY'S ISLAND ELEMENTARY SCHOOL","32.394","-80.626","SC","2012","0101000020E6100000F7FF1609122854C0A8339CD77D324040",NULL
"LADY'S ISLAND MIDDLE SCHOOL","32.415","-80.643","SC","2012","0101000020E61000005E8A613D242954C0452DCDAD10354040",NULL
"LAKE BOWEN BAPTIST CHURCH","35.078","-82.030","SC","2012","0101000020E6100000A2500592E68154C07ACF3758EE894140",NULL
"LAKE CAROLINA ELEMENTARY -LOWER","34.189","-80.894","SC","2012","0101000020E610000040A8E6CD3C3954C08634CFB63F184140",NULL
"LAKE MOULTRIE FIRE DEPARTMENT","33.313","-79.996","SC","2012","0101000020E6100000E255D636C5FF53C0BCBC94151EA84040",NULL
"LAKE MURRAY BAPTIST CHURCH","33.982","-81.236","SC","2012","0101000020E6100000C7DD7B131E4F54C09BA84A00A3FD4040",NULL
"LAKE MURRAY ELEMENTARY","34.134","-81.279","SC","2012","0101000020E6100000033DD4B6E15154C08358ECE52D114140",NULL
"LAKE ROBINSON RESCUE SQD","34.393","-80.168","SC","2012","0101000020E610000080BCB266BF0A54C0D8E77B574E324140",NULL
"LAKE SWAMP FIRE STATION","34.180","-79.989","SC","2012","0101000020E6100000ED2EAB0B53FF53C0D630E82917174140",NULL
"LAKE WYLIE CHRISTIAN ASSEMBLY","35.098","-81.093","SC","2012","0101000020E6100000027168DBFA4554C0F81164A99A8C4140",NULL
"LAKE WYLIE LUTHERAN CHURCH","35.062","-80.991","SC","2012","0101000020E61000009072E60D663F54C081AC4C9DEC874140",NULL
"LAKESHORE CHRISTIAN FELLOWSHIP","35.049","-81.009","SC","2012","0101000020E6100000977E784C934054C08DA4935B49864140",NULL
"LAKEVIEW COMMUNITY CENTER","34.346","-79.166","SC","2012","0101000020E61000004BFCF61AA7CA53C0881BA66C472C4140",NULL
"LAKEVIEW ELEMENTARY SCHOOL","34.210","-82.193","SC","2012","0101000020E61000003FB44588618C54C0C2363D83E11A4140",NULL
"LAKEVIEW MIDDLE SCHOOL","34.888","-82.433","SC","2012","0101000020E61000006F99D365B19B54C09DEB45FEAA714140",NULL
"LAKEWOOD BAPTIST CHURCH","35.011","-81.029","SC","2012","0101000020E6100000B024D467E24154C04DB747CA71814140",NULL
"LAKEWOOD CONFERENCE CENTER","33.630","-78.961","SC","2012","0101000020E6100000B0AC342985BD53C019BF3AD8ACD04040",NULL
"LAKEWOOD ELEMENTARY SCHOOL","33.650","-78.953","SC","2012","0101000020E61000006FD113E005BD53C031D692E92BD34040",NULL
"LAKEWOOD HIGH SCHOOL","33.853","-80.356","SC","2012","0101000020E610000087719241C91654C0739D465A2AED4040",NULL
"LAMAR HIGH SCHOOL","34.172","-80.055","SC","2012","0101000020E6100000B022FEBC840354C024A8D02F00164140",NULL
"LAMAR TOWN HALL","34.169","-80.064","SC","2012","0101000020E6100000062EEAEE150454C0185DDE1CAE154140",NULL
"LAMBERT TOWN FIRE STATION","33.328","-79.568","SC","2012","0101000020E61000003BEF10105DE453C078503F5EFEA94040",NULL
"LAMBS CHAPEL CHURCH","34.180","-79.867","SC","2012","0101000020E610000048CCA2667EF753C0495C1146FD164140",NULL
"LAMBS ELEMENTARY SCHOOL","32.886","-80.064","SC","2012","0101000020E610000018377F5D170454C0B941A32A5C714040",NULL
"LANDO/LANDSFORD","34.778","-80.986","SC","2012","0101000020E6100000B5FF5C8F1D3F54C075E2170390634140",NULL
"LANDRUM HIGH SCHOOL GYM","35.140","-82.163","SC","2012","0101000020E61000003E2718296F8A54C04178FEFEDE914140",NULL
"LANDRUM UNITED METHODIST","35.178","-82.195","SC","2012","0101000020E6100000A45AFA86788C54C04C70EA03C9964140",NULL
"LANE RECREATIONAL CENTER","33.536","-79.877","SC","2012","0101000020E61000000B838D4619F853C028F224E99AC44040",NULL
"LATIMER MANOR COMMUNITY CENTER","34.037","-81.036","SC","2012","0101000020E61000000E74A37E4D4254C044DD0720B5044140",NULL
"LATTA ART CENTER","34.339","-79.433","SC","2012","0101000020E61000005F7F6D58AEDB53C05D3DDD2F552B4140",NULL
"LAUREL CREEK CLUBHOUSE","34.984","-81.023","SC","2012","0101000020E61000000C079D6B734154C04E131159FF7D4140",NULL
"LAURENS COUNTY","34.499","-82.014","SC","2012","0101000020E6100000A64984A1E98054C08E29B39CDF3F4140",NULL
"LAURENS COUNTY LIBRARY","34.493","-82.035","SC","2012","0101000020E610000093A3A5973D8254C0B8848DFC0B3F4140",NULL
"LAURENS Y M C A","34.505","-82.035","SC","2012","0101000020E610000006685BCD3A8254C0F8AF07EE9B404140",NULL
"LEAGUE ACADEMY","34.881","-82.373","SC","2012","0101000020E61000002AB5CD43DC9754C00D349F73B7704140",NULL
"LEAPHART ELEMENTARY SCHOOL","34.053","-81.156","SC","2012","0101000020E610000094298B67F54954C0C79052BFC1064140",NULL
"LEATHERMAN SENIOR CITIZEN CENTER","34.165","-79.755","SC","2012","0101000020E61000007551990755F053C05EC6038019154140",NULL
"LEAVELLE MCCAMPBELL SCHOOL","33.568","-81.807","SC","2012","0101000020E6100000209CAAD69D7354C094275A03A5C84040",NULL
"LEBANON BPT CHURCH AC BUILDING","34.618","-82.690","SC","2012","0101000020E61000002F96332523AC54C0211BED5D284F4140",NULL
"LEBANON MENS' CLUB","33.141","-80.214","SC","2012","0101000020E610000009E29755B30D54C0BE5B6ACE0B924040",NULL
"LEBANON VOL FIRE DEPARTMENT","34.415","-81.163","SC","2012","0101000020E6100000C7AB62E06F4A54C0B9C1508715354140",NULL
"LEE CAUSEY'S STORE","34.381","-79.295","SC","2012","0101000020E61000000F8CCDD8E1D253C03B08F0CCBA304140",NULL
"LEE COUNTY SCHOOL DISTRICT OFFICE ANNEX","34.225","-80.252","SC","2012","0101000020E6100000AC60AF0B1A1054C0E4AF7F8DDA1C4140",NULL
"LEESVILLE SOUTHERN METHODIST CHURCH","34.507","-81.931","SC","2012","0101000020E610000038C42E40917B54C01DA21BABDE404140",NULL
"LEMIRA ELEMENTARY SCHOOL","33.911","-80.324","SC","2012","0101000020E6100000F86BB246BD1454C0B5BD82D9A9F44040",NULL
"LESLIE M STOVER SCHOOL","34.184","-80.789","SC","2012","0101000020E610000008652B79863254C04A719F6692174140",NULL
"LESSLIE ELEMENTARY SCHOOL","34.893","-80.950","SC","2012","0101000020E61000006E579EF6CA3C54C0DA441CA155724140",NULL
"LEVY-LIMEHOUSE COMM.CTR.","32.204","-81.038","SC","2012","0101000020E6100000112BED1E6A4254C06346787B101A4040",NULL
"LEX. PRESBYTERIAN CHURCH","33.975","-81.263","SC","2012","0101000020E610000064D87278D25054C0F00F00C1C1FC4040",NULL
"LEXINGTON MIDDLE SCHOOL","33.991","-81.232","SC","2012","0101000020E61000009AC3FF67DE4E54C053FD9474DEFE4040",NULL
"LIBERTY FIRE STATION","33.624","-80.136","SC","2012","0101000020E6100000AD61D053AE0854C0DDA45824DCCF4040",NULL
"LIBERTY FIRST BAPTIST CHURCH","34.787","-82.701","SC","2012","0101000020E610000069893A18D6AC54C07BEE4E88CA644140",NULL
"LIBERTY UNITED METHODIST CHURCH","34.803","-82.687","SC","2012","0101000020E61000001B77EF4DF8AB54C01E882CD2C4664140",NULL
"LINCOLN HIGH SCHOOL","33.092","-79.456","SC","2012","0101000020E61000002AFC19DE2CDD53C009449957BF8B4040",NULL
"LINCOLNVILLE PS BUILDING","33.010","-80.160","SC","2012","0101000020E610000000AEBF80390A54C0627BD22E4B814040",NULL
"LITTLE RIVER FIRE STA.#2","33.869","-78.625","SC","2012","0101000020E6100000C0E5FBF3FEA753C0989647ED34EF4040",NULL
"LITTLE ROCK SCHOOL","34.472","-79.401","SC","2012","0101000020E6100000B9B365AFADD953C0ACC43C2B693C4140",NULL
"LITTLE SWAMP CMT CENTER","33.091","-80.909","SC","2012","0101000020E6100000AC8FE2772E3A54C06977A3EAB28B4040",NULL
"LIVE OAK BAPTIST CHURCH","34.056","-78.941","SC","2012","0101000020E61000002D45F29540BC53C0A6C3F98A24074140",NULL
"LIVING WAY COMMUNITY CHURCH","34.830","-82.143","SC","2012","0101000020E61000002BA391CF2B8954C0E7BE41203C6A4140",NULL
"LIVINGSTON COMMUNITY CENTER","33.556","-81.118","SC","2012","0101000020E6100000CC1E0D4C934754C000D6F4EA2DC74040",NULL
"LK ARROWHEAD FIRE STATION","33.781","-78.771","SC","2012","0101000020E6100000BFCD870C50B153C02D3EAA0606E44040",NULL
"LOCKHART BAPTIST CHURCH","33.995","-81.852","SC","2012","0101000020E610000000D589157F7654C0236530EB6AFF4040",NULL
"LOCKHART TOWN HALL","34.790","-81.460","SC","2012","0101000020E6100000174DC2E0755D54C08455AB6521654140",NULL
"LOGAN ELEMENTARY SCHOOL","34.012","-81.045","SC","2012","0101000020E6100000CE12094BE14254C0E6CB0BB08F014140",NULL
"LONE STAR FIRE STATION","33.650","-80.603","SC","2012","0101000020E6100000C29C45949B2654C045DD62D927D34040",NULL
"LONG CREEK FIRE STATION","34.770","-83.256","SC","2012","0101000020E6100000536232B069D054C0E3F2695F8A624140",NULL
"LONNIE B NELSON ELEMENTARY","34.114","-80.898","SC","2012","0101000020E6100000E819564C803954C0724001CA950E4140",NULL
"LORIS ELEMENTARY SCHOOL","34.050","-78.863","SC","2012","0101000020E6100000F899C46A3DB753C0D281F63471064140",NULL
"LOUIE CONDER ELEMENTARY","34.064","-80.930","SC","2012","0101000020E6100000E4405942883B54C0F8BB1C1B26084140",NULL
"LOURIE SENIOR CENTER","33.995","-81.021","SC","2012","0101000020E61000002287889B534154C064F899C46AFF4040",NULL
"LOVE HOUSE MINISTRIES","32.407","-80.733","SC","2012","0101000020E61000003E3E213BEF2E54C0A441C01028344040",NULL
"LOWCOUNTRY COMMUNITY CHURCH","32.254","-80.899","SC","2012","0101000020E610000082B0AE658D3954C0C11F7EFE7B204040",NULL
"LOWCOUNTRY DAY SCHOOL","33.437","-79.137","SC","2012","0101000020E6100000FA32AC3DC7C853C0D4EC269DEDB74040",NULL
"LOWER LEE ELEMENTARY","34.083","-80.228","SC","2012","0101000020E6100000FC016AC5920E54C0C2F869DC9B0A4140",NULL
"LOWER RICHLAND FIRE STATI","33.952","-80.874","SC","2012","0101000020E6100000D9EBDD1FEF3754C052DA7635D4F94040",NULL
"LOWER RICHLAND HIGH","33.947","-80.872","SC","2012","0101000020E61000006626625BD03754C09706D90D36F94040",NULL
"LOWNDS. COMMUNITY CENTER","34.213","-82.648","SC","2012","0101000020E6100000432CAC657CA954C009241752341B4140",NULL
"LOWRYS COMMUNITY CENTER","34.802","-81.228","SC","2012","0101000020E610000039268BFB8F4E54C04B4A8B44B2664140",NULL
"LR NECK RD FIRE STATION","33.854","-78.614","SC","2012","0101000020E610000089F667F544A753C0939856F954ED4040",NULL
"LR UNITED METH CHURCH","33.877","-78.614","SC","2012","0101000020E61000001264A99A45A753C0245C6D6A45F04040",NULL
"LTL MT FIRE DEPT/RESCUE CENTER","34.197","-81.415","SC","2012","0101000020E610000071EC342D8C5A54C0DFA4695034194140",NULL
"LUGOFF-ELGIN HIGH SCHOOL","34.218","-80.707","SC","2012","0101000020E6100000E22428D9452D54C086747808E31B4140",NULL
"LUGOFF-ELGIN MIDDLE  SCHOOL ANNEX","34.218","-80.702","SC","2012","0101000020E610000046521C51EB2C54C09919EC3CE01B4140",NULL
"LUTHERAN CHURCH OF OUR SAVIOUR","34.896","-82.341","SC","2012","0101000020E61000002FAB0BD3D29554C019BCF957A0724140",NULL
"LYDIA COMMUNITY CENTER","34.281","-80.105","SC","2012","0101000020E61000000FD3BEB9BF0654C0F3BB9F0903244140",NULL
"LYDIA MILL COMMUNITY CENTER","34.428","-81.806","SC","2012","0101000020E61000003C139A24967354C08A77256EBA364140",NULL
"LYNCHES RIVER COUNTY PARK","34.038","-79.787","SC","2012","0101000020E6100000A97290C657F253C07B794B83EC044140",NULL
"MACEDONIA #2 FIRE DEPARTMENT","33.196","-79.792","SC","2012","0101000020E6100000D9999DA0A8F253C03AD67BE019994040",NULL
"MACEDONIA FIRE DEPARTMENT","35.078","-81.764","SC","2012","0101000020E610000045A80826ED7054C0A0629CBF098A4140",NULL
"MACEDONIA RECREATION BUILDING","34.539","-79.705","SC","2012","0101000020E61000006745D4441FED53C07898F6CDFD444140",NULL
"MACK EDISTO COMMUNITY CENTER","33.680","-81.192","SC","2012","0101000020E6100000B91B446B454C54C0909EC7CD15D74040",NULL
"MAGNOLIA GROVE CLUBHOUSE","33.592","-79.025","SC","2012","0101000020E61000003CB4D9A296C153C08DAA2688BACB4040",NULL
"MAIN ST ELEMENTARY SCHOOL","33.871","-79.749","SC","2012","0101000020E6100000CF807A33EAEF53C07DD34F9374EF4040",NULL
"MALCOLM HURSEY ELEMENTARY SCHOOL","32.875","-79.991","SC","2012","0101000020E610000054CAC6DE66FF53C00F2B37AC04704040",NULL
"MALVERN HILL BAPTIST CHURCH","34.275","-80.559","SC","2012","0101000020E6100000BD175FB4C72354C0C870D0B936234140",NULL
"MAMIE P. WHITESIDES ELEMENTARY SCHOOL","32.809","-79.834","SC","2012","0101000020E6100000A4761AC462F553C005DAC29899674040",NULL
"MANCHESTER CREEK COMMUNITY CHURCH","34.934","-80.983","SC","2012","0101000020E6100000D3FDF73BEF3E54C09AA7847181774140",NULL
"MANCHESTER ELEMENTARY SCHOOL","33.741","-80.466","SC","2012","0101000020E6100000A9447EA2D71D54C0AD904D4DDDDE4040",NULL
"MANNING FIRE STATION","33.695","-80.213","SC","2012","0101000020E61000009D8944FC9E0D54C042A49531F4D84040",NULL
"MANNING UNITED METHODIST CHURCH","33.697","-80.211","SC","2012","0101000020E61000006CBC2A067E0D54C095C3DD0F2ED94040",NULL
"MAPLE BAPTIST CHURCH","33.914","-79.013","SC","2012","0101000020E610000027F96C78D5C053C0F97BCE82F5F44040",NULL
"MAPLE CANE BAPTIST CHURCH","33.051","-80.492","SC","2012","0101000020E6100000E10B93A9821F54C0C7365FDB91864040",NULL
"MARION COUNTY ADMINISTRATION","34.178","-79.401","SC","2012","0101000020E610000053831F8BA3D953C0DDCF29C8CF164140",NULL
"MARION FIRE DEPARTMENT","34.178","-79.400","SC","2012","0101000020E6100000F06AB93393D953C0B9718BF9B9164140",NULL
"MARION INTERMEDIATE SCHOOL","34.326","-79.204","SC","2012","0101000020E6100000634CB0EE0ECD53C097DB6223B5294140",NULL
"MARION STREET APARTMENTS","34.013","-81.035","SC","2012","0101000020E6100000ADE012DB384254C09413ED2AA4014140",NULL
"MARLBORO CO HI SCHOOL FLD HS","34.618","-79.668","SC","2012","0101000020E6100000E85729F3C5EA53C08A5759DB144F4140",NULL
"MARSHALL ELEMENTARY SCHOOL","33.520","-80.861","SC","2012","0101000020E6100000D299C5D5123754C088BE164F98C24040",NULL
"MARTIN FIRE DEPARTMENT","33.070","-81.476","SC","2012","0101000020E61000008E9A6505755E54C06BD212D0E9884040",NULL
"MARTIN LUTHER KING PARK","34.002","-81.014","SC","2012","0101000020E610000053D21E8ADD4054C02BC0779B37004140",NULL
"MARY BRAMLETT ELEMENTARY SCH.","35.076","-81.636","SC","2012","0101000020E6100000BDACE4BEB06854C0EA1B3D23B6894140",NULL
"MARY C CANTY RECREATION CENTER","33.702","-78.893","SC","2012","0101000020E6100000E34CB8FC2CB953C0C3C6AB62E0D94040",NULL
